vege_name,state,unit,date,max_price,average_price,min_price
choy sum,"KUALA LUMPUR, W.P. KUALA LUMPUR",KILOGRAM,9/6/2022,5,5,5
choy sum,"LABUAN, W.P. LABUAN",KILOGRAM,9/6/2022,8,7.5,7
long eggplant,"JOHOR BAHRU, JOHOR",KILOGRAM,9/6/2022,10,9.5,9
long eggplant,"KOTA SETAR, KEDAH",KILOGRAM,9/6/2022,9,8.5,8.5
long eggplant,"KOTA BHARU, KELANTAN",KILOGRAM,9/6/2022,7,6,6
long eggplant,"MELAKA TENGAH, MELAKA",KILOGRAM,9/6/2022,8,7,7
long eggplant,"SEREMBAN, NEGERI SEMBILAN",KILOGRAM,9/6/2022,9,8.5,8
long eggplant,"KUANTAN, PAHANG",KILOGRAM,9/6/2022,12,10,9.5
long eggplant,"SEBERANG PERAI TENGAH, PULAU PINANG",KILOGRAM,9/6/2022,12,11,10
long eggplant,"KINTA, PERAK",KILOGRAM,9/6/2022,9,9,8.5
long eggplant,"PERLIS, PERLIS",KILOGRAM,9/6/2022,6,6,6
long eggplant,"GOMBAK, SELANGOR",KILOGRAM,9/6/2022,8,7.5,7
long eggplant,"KLANG, SELANGOR",KILOGRAM,9/6/2022,8,7.5,7
long eggplant,"PETALING, SELANGOR",KILOGRAM,9/6/2022,9,9,9
long eggplant,"KUALA TERENGGANU, TERENGGANU",KILOGRAM,9/6/2022,8,8,8
long eggplant,"KOTA KINABALU, SABAH",KILOGRAM,9/6/2022,6,6,5
long eggplant,"KUCHING, SARAWAK",KILOGRAM,9/6/2022,10,10,10
long eggplant,"SIBU, SARAWAK",KILOGRAM,9/6/2022,9,9,9
long eggplant,"MIRI, SARAWAK",KILOGRAM,9/6/2022,7,7,7
long eggplant,"KUALA LUMPUR, W.P. KUALA LUMPUR",KILOGRAM,9/6/2022,8,8,8
long eggplant,"LABUAN, W.P. LABUAN",KILOGRAM,9/6/2022,8,7.5,7
cucumber,"JOHOR BAHRU, JOHOR",KILOGRAM,9/6/2022,5,4.75,4.5
cucumber,"KOTA SETAR, KEDAH",KILOGRAM,9/6/2022,6,5,5
cucumber,"KOTA BHARU, KELANTAN",KILOGRAM,9/6/2022,5.5,5,5
cucumber,"MELAKA TENGAH, MELAKA",KILOGRAM,9/6/2022,4.5,4.5,4
cucumber,"SEREMBAN, NEGERI SEMBILAN",KILOGRAM,9/6/2022,4,3.75,3.5
cucumber,"KUANTAN, PAHANG",KILOGRAM,9/6/2022,4,4,3.5
cucumber,"SEBERANG PERAI TENGAH, PULAU PINANG",KILOGRAM,9/6/2022,5.5,5,4.5
cucumber,"KINTA, PERAK",KILOGRAM,9/6/2022,4.5,4,4
cucumber,"PERLIS, PERLIS",KILOGRAM,9/6/2022,4.5,4.5,4.5
cucumber,"GOMBAK, SELANGOR",KILOGRAM,9/6/2022,3,3,3
cucumber,"KLANG, SELANGOR",KILOGRAM,9/6/2022,3.5,3.25,3
cucumber,"PETALING, SELANGOR",KILOGRAM,9/6/2022,4,3.75,3.5
cucumber,"KUALA TERENGGANU, TERENGGANU",KILOGRAM,9/6/2022,6,5,5
cucumber,"KOTA KINABALU, SABAH",KILOGRAM,9/6/2022,4.5,4,4
cucumber,"KUCHING, SARAWAK",KILOGRAM,9/6/2022,7,6.5,6
cucumber,"SIBU, SARAWAK",KILOGRAM,9/6/2022,3.1,3.1,3.1
cucumber,"MIRI, SARAWAK",KILOGRAM,9/6/2022,4,4,4
cucumber,"KUALA LUMPUR, W.P. KUALA LUMPUR",KILOGRAM,9/6/2022,5,4.75,4.5
cucumber,"LABUAN, W.P. LABUAN",KILOGRAM,9/6/2022,4,3.75,3.5
tomato,"JOHOR BAHRU, JOHOR",KILOGRAM,9/6/2022,6,5.5,5
tomato,"KOTA SETAR, KEDAH",KILOGRAM,9/6/2022,5.5,5,5
tomato,"KOTA BHARU, KELANTAN",KILOGRAM,9/6/2022,6.5,6,6
tomato,"MELAKA TENGAH, MELAKA",KILOGRAM,9/6/2022,5,4.5,4.5
tomato,"SEREMBAN, NEGERI SEMBILAN",KILOGRAM,9/6/2022,5.5,5.25,5
tomato,"KUANTAN, PAHANG",KILOGRAM,9/6/2022,5,5,5
tomato,"SEBERANG PERAI TENGAH, PULAU PINANG",KILOGRAM,9/6/2022,7,6.5,6
tomato,"KINTA, PERAK",KILOGRAM,9/6/2022,4.5,4,4
tomato,"PERLIS, PERLIS",KILOGRAM,9/6/2022,6,6,5.5
tomato,"GOMBAK, SELANGOR",KILOGRAM,9/6/2022,5.2,4.85,4.5
tomato,"KLANG, SELANGOR",KILOGRAM,9/6/2022,4.5,4.25,4
tomato,"PETALING, SELANGOR",KILOGRAM,9/6/2022,4,3.75,3.5
tomato,"KUALA TERENGGANU, TERENGGANU",KILOGRAM,9/6/2022,6,6,6
tomato,"KOTA KINABALU, SABAH",KILOGRAM,9/6/2022,9,8,8
tomato,"KUCHING, SARAWAK",KILOGRAM,9/6/2022,10,10,10
tomato,"SIBU, SARAWAK",KILOGRAM,9/6/2022,6.9,6.9,6.9
tomato,"MIRI, SARAWAK",KILOGRAM,9/6/2022,6,6,6
tomato,"KUALA LUMPUR, W.P. KUALA LUMPUR",KILOGRAM,9/6/2022,5.5,5.25,5
tomato,"LABUAN, W.P. LABUAN",KILOGRAM,9/6/2022,10,10,10
scallions,"JOHOR BAHRU, JOHOR",KILOGRAM,9/6/2022,8,7,6
scallions,"KOTA SETAR, KEDAH",KILOGRAM,9/6/2022,8,7,7
scallions,"KOTA BHARU, KELANTAN",KILOGRAM,9/6/2022,8,7,7
scallions,"MELAKA TENGAH, MELAKA",KILOGRAM,9/6/2022,7,7,7
scallions,"SEREMBAN, NEGERI SEMBILAN",KILOGRAM,9/6/2022,5,4.5,4
scallions,"KUANTAN, PAHANG",KILOGRAM,9/6/2022,10,10,8
scallions,"SEBERANG PERAI TENGAH, PULAU PINANG",KILOGRAM,9/6/2022,10,8,6
scallions,"KINTA, PERAK",KILOGRAM,9/6/2022,5,5,4.5
scallions,"PERLIS, PERLIS",KILOGRAM,9/6/2022,10,10,10
scallions,"GOMBAK, SELANGOR",KILOGRAM,9/6/2022,6,6,6
scallions,"KLANG, SELANGOR",KILOGRAM,9/6/2022,10,9.5,9
scallions,"PETALING, SELANGOR",KILOGRAM,9/6/2022,6,6,6
scallions,"KUALA TERENGGANU, TERENGGANU",KILOGRAM,9/6/2022,8,7,6
scallions,"KOTA KINABALU, SABAH",KILOGRAM,9/6/2022,12,12,11
scallions,"KUCHING, SARAWAK",KILOGRAM,9/6/2022,36,35.5,35
scallions,"SIBU, SARAWAK",KILOGRAM,9/6/2022,22,22,22
scallions,"MIRI, SARAWAK",KILOGRAM,9/6/2022,15,15,15
scallions,"KUALA LUMPUR, W.P. KUALA LUMPUR",KILOGRAM,9/6/2022,8,7.5,7
scallions,"LABUAN, W.P. LABUAN",KILOGRAM,9/6/2022,17,16.5,16
